Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",7,1.69149751663208,43.8,41.5
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",8,1.6760561096668243,43.4,40.5
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",9,1.668880134820938,44.3,41.3
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",10,1.681982398033142,43.6,40.6
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",11,1.6536843049526215,44.4,41.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",12,1.648806859254837,44.5,41.5
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",13,1.6543332886695863,44.800000000000004,41.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",14,1.6628588223457337,44.7,40.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",15,1.6426412212848662,44.6,41.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",16,1.665917489528656,44.6,40.699999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",17,1.6592524671554565,45.2,41.199999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",18,1.6635781884193421,44.3,40.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",19,1.6465103542804718,45.0,41.5
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",20,1.6412776875495911,45.0,41.4
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",21,1.6270252609252929,45.4,41.6
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",22,1.6611047303676605,45.7,41.699999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",23,1.6316503739356996,45.2,40.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",24,1.6277663731575012,44.6,40.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",25,1.6390002071857452,45.2,40.5
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",26,1.602063648700714,46.300000000000004,41.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",27,1.6185747957229615,46.300000000000004,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",28,1.5937510323524475,46.400000000000006,41.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",29,1.6038791811466218,46.2,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",30,1.6234849071502686,46.400000000000006,41.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",31,1.5891446554660797,46.300000000000004,41.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",32,1.5997696590423585,46.400000000000006,41.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",33,1.5826771748065949,46.400000000000006,41.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",34,1.6009522986412048,46.300000000000004,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",35,1.6042609000205994,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",36,1.5901619791984558,46.5,41.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",37,1.5852498281002045,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",38,1.6018816125392914,46.400000000000006,41.699999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",39,1.6067105114459992,46.400000000000006,41.9
