Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",15,0.7543350878357887,73.8,74.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",16,0.753000082373619,73.8,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",17,0.7353148299455643,73.9,74.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",18,0.7353381815552712,73.8,74.2
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",19,0.7307903701066971,73.9,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",20,0.7280664175748826,73.9,74.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",21,0.756030043065548,74.0,74.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",22,0.7272109246253967,74.0,74.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",23,0.736208356320858,74.0,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",24,0.7318388587236404,74.0,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",25,0.7199200746417046,74.1,74.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",26,0.7033104217052459,74.1,74.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",27,0.7303581675887107,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",28,0.7463356453180313,74.1,74.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",29,0.7125335291028023,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",30,0.7303794494271278,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",31,0.7349305763840676,74.1,74.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",32,0.7024376025795936,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",33,0.7349584197998047,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",34,0.7116739356517792,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",35,0.7201580628752708,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",36,0.7032276871800422,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",37,0.7467106139659881,74.1,74.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",38,0.737523857653141,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",39,0.7200858151912689,74.1,74.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",40,0.7191493320465088,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",41,0.7226798504590988,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",42,0.7064180362224579,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",43,0.7274868613481522,74.1,74.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",44,0.7320284983515739,74.1,74.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",45,0.7546366018056869,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",46,0.7340365183353424,74.1,74.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",47,0.7237612664699554,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",48,0.7083712196350098,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",49,0.735300536453724,74.1,74.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:64",50,0.7198035514354706,74.1,74.4
Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",1,1.0541826516389847,69.5,70.89999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",2,0.9108970415592194,70.7,71.89999999999999
