Description,epoch,train_loss,train_accuracy,test_accuracy
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",65,2.042338042259216,19.3,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",66,2.032118854522705,19.3,14.399999999999999
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",67,2.0364132177829743,19.400000000000002,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",68,2.0273639810085298,19.3,14.399999999999999
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",69,2.03493371963501,19.3,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",70,2.023020086288452,19.2,14.299999999999999
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",71,2.0343193829059603,19.400000000000002,14.6
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",72,2.0383384728431704,19.400000000000002,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",73,2.025944187641144,19.400000000000002,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",74,2.041488757133484,19.400000000000002,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",75,2.0459066116809845,19.400000000000002,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",76,2.0345785915851593,19.400000000000002,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",77,2.0423039138317107,19.400000000000002,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",78,2.036845749616623,19.400000000000002,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",79,2.038311868906021,19.400000000000002,14.499999999999998
"Optimizer: RMSProp, Starting LR:0.01, L2Reg:1e-05, Batch size: 128",80,2.038265119791031,19.400000000000002,14.499999999999998
